S.NO.,Date,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,,,,,,,,,,,,,,,,,,,,
528,25-Sep-25,Morning,213201,Box,Medium,Alert,Saranya,"Navetsh,Uday&Droovi",9/25/2025 13:53,9/25/2025 13:55,2.00,9/25/2025 13:59,6.00,9/25/2025 17:53,Resolved,"Observed the events user-adminckrishnabheema@arcutis.com and deleted the 3 folders and the source name is Box for Microsoft Office (Desktop) nothing suspicious found,closing as FP.",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-Sep-25-25 ( 213201 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
529,25-Sep-25,Morning,213202,AD,High,Alert,Saranya,"Navetsh,Uday&Droovi",9/25/2025 14:02,9/25/2025 14:05,3.00,9/25/2025 14:09,7.00,9/25/2025 15:02,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IPs(2a09:bac3:610a:3d7::62:ce,2600:100e:b320:986b:5046:3721:78b7:c122)are clean change the location with in US and user-tedwards@arcutis.com using known apps and all are failure,No suspicious activities found closing as FP.",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286-Sep-25-25 ( 213202 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
530,25-Sep-25,Morning,213203,Box,Medium,Alert,Ashiesh,"Navetsh,Uday&Droovi",9/25/2025 14:03,9/25/2025 14:05,2.00,9/25/2025 14:09,6.00,9/25/2025 18:03,Resolved,"Observed the events user-adminckrishnabheema@arcutis.com and deleted the 4 folders and the source name is Box for Microsoft Office (Desktop) nothing suspicious found,closing as FP.",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-Sep-25-25 ( 213203 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
531,25-Sep-25,Afternoon,213204,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 18:14,9/25/2025 18:14,0.00,9/25/2025 18:17,3.00,9/25/2025 22:14,Resolved,"Triaging Steps performed : Check ip reputation - (165.225.38.200) clean. Check history -- no suspicious activities closure comments :checked the logs , jgreenwood@arcutis.com updated the application Legitimate activity , No suspicious activities found closing as False positive. Escalating (yes/ No) No",No,Application ID URI Changed,Sentinel,Closed,Application ID URI Changed 25 - Sept '2025 (213204).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
532,25-Sep-25,Afternoon,213205,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 18:27,9/25/2025 18:31,4.00,9/25/2025 18:33,6.00,9/25/2025 22:27,Resolved,"Observed the events , user admin - jgreenwood@arcutis.com was seen where also checked the sigin logs and audit logs for the user , no malicious activty was seen",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213205).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
533,25-Sep-25,Afternoon,213206,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 18:34,9/25/2025 18:38,4.00,9/25/2025 18:47,13.00,9/25/2025 22:34,Resolved,"Triaging steps:As checked the evnts,signin logs and audit logs, we could see user vdiadministrator@arcutis.com was disabled by the admin jgreenwood@arcutis.com, checked the signin logs no success full sign ins observed after disabling the account, so closing as False positive.",No,Rule#224-Detect User ID disabled (Part of Global admin/User admin/Exchange admin group in O365),Sentinel,Closed,Rule 224 - 25th Sept'25(213206).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
534,25-Sep-25,Afternoon,213207,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 18:34,9/25/2025 18:38,4.00,9/25/2025 18:48,14.00,9/25/2025 22:34,Resolved,"Triaging steps:As checked the evnts,signin logs and audit logs, we could see user vdiadministrator@arcutis.com was disabled by the admin jgreenwood@arcutis.com, checked the signin logs no success full sign ins observed after disabling the account, so closing as False positive.",No,Rule#220-Detect domain administrator account (AD/AAD)disabled,Sentinel,Closed,Rule 220 - 25th Sept'25(213207).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
535,25-Sep-25,Afternoon,213208,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 20:00,9/25/2025 20:05,5.00,9/25/2025 20:18,18.00,9/26/2025 0:00,Resolved,"Observed the evets , 4 users were seen - pburnett@arcutis.com,ggalian@arcutis.com,tlin@hexagonhs.com,npatel@arcutis.com  , checked the sigin logs for the users no suspicious actvities identified, and also the IPs all clean IPs were seen - 69.112.12.147, 69.126.140.175,
24.44.50.208,
67.80.128.115
 , No malicious activity was detected.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008 - 25th Sept'25 (213208).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
536,25-Sep-25,Afternoon,213209,Sophos,High ,Alert,uday,"venkat,Harish",9/25/2025 20:52,9/25/2025 21:00,8.00,9/25/2025 21:03,11.00,#N/A,Resolved,AzureAD\CymulateDevices-ARC-PC-044,No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279- 25th Sept'25 (213209).xlsx,BenignPositive,Cymulate Attack,conflict error while refreshing,Pass,,,,,,,,,,,,,,,,,,,,,
537,25-Sep-25,Afternoon,213210,AD,Low,Alert,uday,"venkat,Harish",9/25/2025 20:54,9/25/2025 21:02,8.00,9/25/2025 21:06,12.00,9/26/2025 4:54,Resolved,"Checked the events the ip is clean, 192.230.171.199, the user is dchristopher@arcutis.com, checked the sigin-in logs of the user user is using mobile apps and desktops with clean IP and location is US and using known apps. nothing suspicious found. closing as FP",No,Rule#025-Anomalous Single Factor Signin,Sentinel,Closed,Rule #025 25th Sept'25 (213210).xlsx,FalsePositive,Legitimate user,3 alerts at a time,Pass,,,,,,,,,,,,,,,,,,,,,
538,25-Sep-25,Afternoon,213211,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 20:57,9/25/2025 21:02,5.00,9/25/2025 21:10,13.00,9/26/2025 0:57,Resolved,"Observed the events , checked the sigin logs for the users - kiersten.merida@precisionvh.com,
swang@arcutis.com
 was seen where the location was CN, IS and the IPs were (114.241.36.104, 85.220.68.179)clean , and failed logins were seen, nothing suspicious found.",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule 021- 25th Sept'25 ( 213211).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
539,25-Sep-25,Afternoon,213212,AD,Medium,Alert,uday,"venkat,Harish",9/25/2025 21:27,9/25/2025 21:29,2.00,9/25/2025 21:40,13.00,9/26/2025 1:27,Resolved,"Observed the events , user admin - Lwalsh was seen where also checked the sigin logs and audit logs for the user , no malicious activty was seen",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213212).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
540,25-Sep-25,Night ,213213,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 22:29,9/25/2025 22:31,2.00,9/25/2025 22:39,10.00,9/26/2025 2:29,Resolved,"Triaging steps : Checked the events, user etheilig@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213213),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
541,25-Sep-25,Night ,213214,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 22:29,9/25/2025 22:31,2.00,9/25/2025 22:38,9.00,9/26/2025 2:29,Resolved,"Triaging steps : Checked the events, user
jgreenwood@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213214),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
542,25-Sep-25,Night ,213215,Avanan,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 22:30,9/25/2025 22:31,1.00,9/25/2025 22:36,6.00,9/26/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis user(scanady@arcutis.com ) forward mail to godmother4767@gmail.com), subject - FW: National Rental Agreement 241324520 checked in avanan No suspicious mail or activity was detected, Closing as false positive.",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-25-25 (213215),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
543,25-Sep-25,Night ,213216,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 22:35,9/25/2025 22:37,2.00,9/25/2025 22:42,7.00,9/26/2025 2:35,Resolved,"Observed the events , 16 users were seen and users have reset there password successfully, checked sign in logs for users with high count, clean IPs detected , no suspicious activity was seen so, closing as FP",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017-Sept-25-25 ( 213216),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
544,25-Sep-25,Night ,213217,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 23:30,9/25/2025 23:30,0.00,9/25/2025 23:33,3.00,9/26/2025 3:30,Resolved,"Observed the events , user -jfrommer@arcutis.com, admingbain@arcutis.com
was seen , where the role elevated was daily use, ticket management checked the sigin logs and audit logs for the users , no malicious activity was seen",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule#010-Sept-25-25 (213217),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
545,25-Sep-25,Night ,213218,Box,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/25/2025 23:30,9/25/2025 23:30,0.00,9/25/2025 23:36,6.00,9/26/2025 3:30,Resolved,"Triaging steps: observed the events , checked the BOX logs events 
Jennifer Jaworski,Box Admin, Larry J Grogan, Lisa Freson
 downloaded business related files from Box, downloaded size (5677180863, 6338122413, 2400726101, 6348837084) and No malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290 - 25th Sept '2025 (213218),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
546,25-Sep-25,Night ,213219,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 0:00,9/26/2025 0:02,2.00,9/26/2025 0:07,7.00,9/26/2025 4:00,Resolved,"Triaging steps: By checked the events there is one user (rjain@arcutis.com) triggerd in this alert and by checking the audit logs of the users there were found user accounts was disabled and by checking the signin logs of the users, we could see no successful attempt found after disabling the account.and ip (2401:4900:8830:5e4e:a13b:e67e:48ab:c51a) clean Escalating (Yes/No) No",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 - 25th Sept'2025 (213219),FalsePositive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
547,25-Sep-25,Night ,213220,Box,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 0:22,9/26/2025 0:23,1.00,9/26/2025 0:35,13.00,9/26/2025 4:22,Resolved,"Triaging steps: By observing the events arcutis user(rcistone@arcutis.com), file was INTEGUMENT-PED Workbook.pdf  which are business related, by observings additional details, these all are collaboration invites for business purpose and communications, AccessibleByLogin
roseto14@me.com and domain and IP is clean(2601:83:201:2ec0:e41a:6e20:506a:6d17) nothing suspicious found, closing it as a false positive Escalating (Yes/ No) - No",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006- 25th Sept'25 (213220),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
548,25-Sep-25,Night ,213221,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 0:30,9/26/2025 0:32,2.00,9/26/2025 0:44,14.00,9/26/2025 4:30,Resolved,"Observed the events , 18 users the IP's are clean  where all failed attempts were seen and the reason is - Authentication failed during strong authentication request., and Due to a configuration change made by your administrator and Access has been blocked due to conditional access policies. and checked the logs no malicious activity was seen, closing as FP",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019- 25th Sept'25 ( 213221),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
549,25-Sep-25,Night ,213222,AD,Low,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 1:57,9/26/2025 1:59,2.00,9/26/2025 2:03,6.00,9/26/2025 9:57,Resolved,"Triaging Steps performed: Check Ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events, 5 users detected, location is US & MX only and there are Non-Interactive signin logs detected, reason being failed ""[ Due to a configuration change made by your administrator) and sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002-Sep-25-25 ( 213222),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
550,25-Sep-25,Night ,213223,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 1:27,9/26/2025 1:32,5.00,9/26/2025 1:36,9.00,9/26/2025 5:27,Resolved,"Triaging steps : Checked the events, user etheilig@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213223),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
551,25-Sep-25,Night ,213224,AD,Medium,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 1:27,9/26/2025 1:32,5.00,9/26/2025 1:36,9.00,9/26/2025 5:27,Resolved,"Triaging steps : Checked the events, user
jgreenwood@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 25th Sept'25 ( 213224),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
552,25-Sep-25,Night,213225,AD,High,Alert,Harish,"Navetsh,Uday&Droovi",9/26/2025 2:55,9/26/2025 2:56,1.00,9/26/2025 3:01,6.00,9/26/2025 3:55,Resolved,"Triaging Steps performed : Check ip(47.176.141.138)reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :observed the events,, Box admin successfully reviewed security info checked logs No suspicious activity was found closing as False positive Escalating (yes/ No) No.",No,Rule#033-Authentication Methods Changed for Privileged Account,Sentinel,Closed,Rule#033 25th sept'25 (213225),False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
553,25-Sep-25,Night,213226,AD,Medium,Alert,venkat,"Navetsh,Uday&Droovi",9/25/2025 16:57,9/25/2025 16:59,2.00,9/25/2025 17:01,4.00,9/25/2025 20:57,Resolved,"Triaging steps : Checked the events, user etheilig@arcutis.com has elevated his role by activating PIM( Role.WellKnownObjectName),and the IP is clean and the location is US, here operation name is add member to role on Tenent admin group, No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,,False Positive,Legitimate user,,Fail,Missing Rule ID Template ,,,,,,,,,,,,,,,,,,,,
554,25-Sep-25,Night,213227,AD,Medium,Alert,venkat,"Navetsh,Uday&Droovi",9/25/2025 17:24,9/25/2025 17:29,5.00,9/25/2025 17:35,11.00,9/25/2025 21:24,Resolved,"Checke dthe sign in logs of the user tedwards@arcutis.com the ip is clean 2a09:bac2:cacd:27e1::3f9:2f , Location is US , User is using mobile device and known apps and also MFA Satisfied , No suspicious activity was found hence closed it as FP",No,Rule#020- Explicit MFA Deny,Sentinel,Closed,,False Positive,Legitimate user,,Fail,Missing Rule ID Template ,,,,,,,,,,,,,,,,,,,,
555,25-Sep-25,Night,213228,Firewall,Medium,Alert,venkat,"Navetsh,Uday&Droovi",9/25/2025 17:29,9/25/2025 17:31,2.00,9/25/2025 17:42,13.00,9/25/2025 21:29,Resolved,"Checke dthe sign in logs of the user tedwards@arcutis.com the ip is clean 2a09:bac2:cacd:27e1::3f9:2f , Location is US , User is using mobile device and known apps and also MFA Satisfied , No suspicious activity was found hence closed it as FP",No,Rule#015-Possible contact with a domain generated by a DGA,Sentinel,Closed,,False Positive,Legitimate user,,Fail,Missing Rule ID Template ,,,,,,,,,,,,,,,,,,,,
556,25-Sep-25,Night,213229,AD,High,Alert,venkat,"Navetsh,Uday&Droovi",9/25/2025 5:17,9/25/2025 5:20,3.00,9/25/2025 5:20,3.00,9/25/2025 6:17,Resolved,Resolved at source (Auto closed),No,Unfamiliar sign-in properties,Sentinel,Closed,,BenignPositive,Legitimate user,,Fail,Missing Rule ID Template ,,,,,,,,,,,,,,,,,,,,
557,25-Sep-25,Night,213230,AD,High,Alert,venkat,"Navetsh,Uday&Droovi",9/25/2025 5:17,9/25/2025 5:20,3.00,9/25/2025 5:45,28.00,9/25/2025 6:17,Resolved,"Checke dthe sign in logs of the user tedwards@arcutis.com the ip is clean 2a09:bac2:cacd:27e1::3f9:2f , Location is US , User is using mobile device and known apps and also MFA Satisfied , No suspicious activity was found hence closed it as FP",No,Unfamiliar sign-in properties,Sentinel,Closed,,False Positive,Legitimate user,,Fail,Missing Rule ID Template & missing justification,,,,,,,,,,,,,,,,,,,,
558,26-Sep-25,Morning,213231,AD,Medium,Incident,Saranya,"Umika,Navtesh&Dhroovi",9/25/2025 7:24,9/25/2025 7:25,1.00,9/25/2025 7:31,7.00,9/25/2025 11:24,Resolved,"User Name - eholland@arcutis.com, Location: DE closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP and IP reputataion is Malicious (185.253.162.13,45.131.194.157) and No successful attempt found Closing as TP.",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-26-25 ( 213231 ).xlsx,True Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
559,26-Sep-25,Morning,213232,Sophos,High,Alert,Saranya,"Umika,Navtesh&Dhroovi",9/25/2025 11:37,9/25/2025 11:38,1.00,9/25/2025 11:41,4.00,9/25/2025 12:37,Resolved,"Observed the events this related to API token Sentinel Integration need to RenewApiToken, nothing suspicious found closing as FP.",No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279-Sep-26-25 ( 213232 ).xlsx,False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
560,26-Sep-25,Morning,213233,AD,Medium,Alert,Saranya,"Umika,Navtesh&Dhroovi",9/25/2025 12:30,9/25/2025 12:32,2.00,9/25/2025 12:37,7.00,9/25/2025 16:30,Resolved,"Observed the events , 6 users the IPv4, Ipv6 are clean were seen where all failed attempts were seen and the reason is - Authentication failed during strong authentication request and Access blocked and clean IPv4,IPv6 were detected and no malicious activity was seen, closing as FP.",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-Sep-26-25 ( 213233 ).xlsx,False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
561,26-Sep-25,Morning,213234,AD,Low,Alert,Saranya,"Umika,Navtesh&Dhroovi",9/25/2025 13:56,9/25/2025 14:01,5.00,9/25/2025 14:04,8.00,9/25/2025 21:56,Resolved,"Triaging Steps performed: Check Ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events, 3 users detected (adminssharma@arcutis.com,jlau@arcutis.com,dalden@arcutis.com) location is US,IN & MX and all are Non-Interactive signin logs detected, reason being failed ""[ Due to a configuration change made by your administrator and Access as been block) and sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002-Sep-26-25 ( 213234 ).xlsx,False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
562,26-Sep-25,Afternoon,213235,AD,Medium,Alert,Dhroovi,Harish & Venkat,9/26/2025 18:27,9/26/2025 18:29,2.00,9/26/2025 18:31,4.00,9/26/2025 22:27,Resolved,"Triaging steps : Checked the events, user jgreenwood@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Group,Sentinel,Closed,Rule#016- 26th Sept'25 ( 213235).xlsx,False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
563,26-Sep-25,Afternoon,213236,AD,High,Alert,Dhroovi,Harish & Venkat,9/26/2025 18:36,9/26/2025 18:37,1.00,9/26/2025 18:48,12.00,9/26/2025 19:36,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IPs(2a04:4e41:2962:5eb::e762:5eb, 173.85.214.22)are clean change the location with in US from Uthah to Los angeles and user-tedwards@arcutis.com using known apps and all are failure,No suspicious activities found closing as FP.",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286-Sep-26-25 ( 213202 ).xlsx,False Positive,Legitimate user,took time to load events and to check logs,Pass,,,,,,,,,,,,,,,,,,,,,
564,26-Sep-25,Afternoon,213237,AD,Medium,Alert,Navtesh,Harish & Venkat,9/26/2025 19:24,9/26/2025 19:26,2.00,9/26/2025 19:30,6.00,9/26/2025 23:24,Resolved,"User Name - ap@arcutis.com, Location: ID. closure comments Observed the events, as checked sign in logs There was no successful attempt from this IP and IP reputataion is clean (101.255.211.66) and No successful attempt found Closing as FP.",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-26-25 ( 213237),False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
565,26-Sep-25,Afternoon,213238,AD,Medium,Alert,Navtesh,Harish & Venkat,9/26/2025 20:00,9/26/2025 20:01,1.00,9/26/2025 20:07,7.00,9/27/2025 0:00,Resolved,"Observed the evets , 4 users were seen pburnett@arcutis.com,ggalian@arcutis.com,tlin@hexagonhs.com,npatel@arcutis.com , checked the sigin logs for the users users are using IPs regularly no suspicious actvities identified, and also the IPs all clean IPs were seen - 24.44.50.208,69.126.140.175,67.80.128.11,69.112.12.147, No malicious activity was detected.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008 - 26th Sept'25 (213238),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
566,26-Sep-25,Afternoon,213239,AD,Medium,Alert,Navtesh,Harish & Venkat,9/26/2025 20:27,9/26/2025 20:28,1.00,9/26/2025 20:32,5.00,9/27/2025 0:27,Resolved,"Triaging steps : Checked the events, user lwalsh@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 26th Sept'25 ( 213239),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
567,26-Sep-25,Afternoon,213240,AD,Medium,Alert,Navtesh,Harish & Venkat,9/26/2025 20:27,9/26/2025 20:28,1.00,9/26/2025 20:33,6.00,9/27/2025 0:27,Resolved,"Triaging steps : Checked the events, user etheilig@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 26th Sept'25 ( 213240),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
568,26-Sep-25,Afternoon,213241,AD,Medium,Alert,Dhroovi,Harish & Venkat,9/26/2025 20:54,9/26/2025 20:56,2.00,9/26/2025 21:00,6.00,9/27/2025 0:54,Resolved,"Checked the events the ip is clean, 2a02:c7c:e2dd:3600:63e:ca0e:b32:7819 , the user is adminpsubramanian@arcutis.com, checked the sigin-in logs of the user user is using mobile device and Windows App - Android with clean IP and location is GB . nothing suspicious found. closing as FP",No,Rule#025-Anomalous Single Factor Signin,Sentinel,Closed,Rule #025 26th Sept'25( 213241),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
569,26-Sep-25,Afternoon,213242,AD,Medium,Alert,Dhroovi,Harish & Venkat,9/26/2025 22:00,9/26/2025 22:11,11.00,9/26/2025 22:06,6.00,9/27/2025 2:00,Resolved,"Observed the events ,te activity was initiated by Admin - jgreenwood@arcutis.com""to Update policy ,""ipAddress"":""4.156.4.2 was seen with the clean IP, also checked the sigin logs for the user , no malicous activty was seen closing as FP",No,Rule#263-Detect unauthorized or changes in AD which allows access to critical business assets and review,Sentinel,Closed,Rule#263 - 26th Sept '2025 (213242),False postive,,,Pass,,,,,,,,,,,,,,,,,,,,,
570,26-Sep-25,Night ,213243,Box,Medium,Alert,Harish,Uday ,9/26/2025 22:27,9/26/2025 22:30,3.00,9/26/2025 22:36,9.00,9/27/2025 2:27,Resolved,"Observed the events , user - svantetering@arcutis.com  was seen checked the BOX events, he has deleted 3 folders, all are related to business purpose like2026 HCP International Conf Sponsorships Marinier_Pascale (PASCALE MARINIER DERMATOLOGUE INC) IP 184.144.39.189 is clean  ,no suspicious activity was seen, closing as FP",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295 26th sept'25 (213243),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
571,26-Sep-25,Night ,213244,Avanan,Medium,Alert,Harish,Uday ,9/26/2025 22:30,9/26/2025 22:31,1.00,9/26/2025 22:41,11.00,9/27/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis user(mlivesay@arcutis.com ) sent mail to reisc23@gmail.com), checked in avanan subject is Sign in , IP 73.170.85.158 is clean No suspicious mail or activity was detected, Closing as false positive",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-026-25 (213244),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
572,26-Sep-25,Night ,213245,AD,Medium,Alert,Harish,Uday ,9/26/2025 22:35,9/26/2025 22:35,0.00,9/26/2025 22:43,8.00,9/27/2025 2:35,Resolved,"Observed the events , 13 users were seen and users have reset there password successfully, checked sign in logs for users with high count, clean IPs detected , no suspicious activity was seen so, closing as FP",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017-Sept-26-25 ( 213245),FalsePositive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
573,26-Sep-25,Night ,213246,Box,Medium,Alert,Harish,Uday ,9/26/2025 23:30,9/26/2025 23:32,2.00,9/26/2025 23:39,9.00,9/27/2025 3:30,Resolved,"Triaging steps: observed the events , checked the BOX events , Box admin  downloaded business related files from Box, downloaded size (105698285663) and checked the logs ,  No malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290 - 26th Sept '2025 (213246),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
